,code,X,동,gu,univ,police,소방서,학문.교육,부동산,생활,음식,의료,소매,관광,인접지하철,cctv,people_by_area,people_density,people_count,남성인구밀도,여성인구밀도,사업체.종사자비율,청년남자비율,청년여자비율,집세,범죄율,1인당 자동차 등록율
11,1101067,376,창신1동,종로구,5,0,7,12,13,33,177,20,198,36,2,0.295603883,5.7,0.58603573792,1771,0.47525068773,0.52474931227,0.15092732274,0.1416137806,0.1124206709,10125,1.4755129054,3.29
12,1101068,377,창신2동,종로구,5,1,7,3,9,25,87,11,29,18,2,0.295603883,7.5,0.46073793756,1948,0.46614583333,0.53385416667,3.0848524306,0.14462568408,0.11981297487,10125,1.0546357616,1.94
13,1101069,378,창신3동,종로구,5,1,7,6,9,14,20,4,13,3,2,0.295603883,3.7,0.29256428075,842,0.46845924823,0.53154075177,0.33606252326,0.14830140826,0.14262831209,10125,1.5493398193,2.65
193,1113052,379,천연동,서대문구,9,1,5,22,17,65,194,44,97,26,1,0.335271061,3.4,0.39896993652,3331,0.46643322869,0.53356677131,0.17773484666,0.13879464401,0.14014141048,5642.85714,0.43897472751,1.18
415,1125061,380,천호1동,강동구,0,0,6,22,32,99,189,24,47,25,3,0.802558907,7.1,0.38758013439,5018,0.48121442125,0.51878557875,0.35009487666,0.15618855383,0.1458351459,14733.3163,0.34463582297,0.86
423,1125073,381,천호2동,강동구,0,1,6,44,63,173,542,90,140,102,3,0.802558907,5.2,0.46615770283,8182,0.4542275252,0.5457724748,5.5389837482,0.1623772242,0.15459074733,14681.0606,0.25421604376,0.81
416,1125063,382,천호3동,강동구,0,0,6,19,39,104,260,35,61,52,3,0.802558907,7.8,0.45851397817,6134,0.47636126508,0.52363873492,1.5725464623,0.1674660352,0.15755252754,14723.1122,0.33353266557,0.89
31,1102072,383,청구동,중구,2,0,7,25,20,31,103,16,31,26,4,0.153731482,7.2,0.37759207676,2440,0.49325908558,0.50674091442,0.23256154748,0.15491111933,0.15504553244,11732.14286,0.70937790158,1.46
377,1123078,384,청담동,강남구,1,1,6,77,59,324,641,194,164,158,1,2.103431263,1.8,0.35387019824,4302,0.50574940523,0.49425059477,0.67595162569,0.1485085287,0.17496008739,25221.2069,0.67031339969,1.20
84,1106080,385,청량리동,동대문구,5,2,6,17,18,71,228,39,58,39,0,0.340924687,4,0.45553124703,4789,0.46555901696,0.53444098304,1.8497750087,0.13926568191,0.12125410624,8461.538462,0.45534100637,1.07
336,1121080,386,청룡동,관악구,1,1,5,36,59,122,307,38,109,74,4,0.591651669,10.3,0.69000791229,12209,0.58550383029,0.41449616971,13.051620507,0.22580356022,0.23491027732,13005.2632,0.32089974002,0.87
320,1121054,387,청림동,관악구,1,0,5,14,19,43,54,13,26,11,4,0.591651669,6.5,0.295,1947,0.54496883348,0.45503116652,4.1659839715,0.15723798668,0.15426840242,12583.3333,0.8603030303,1.33
16,1101072,388,청운효자동,종로구,5,2,7,11,24,40,230,13,62,48,2,0.295603883,0.7,0.35466617484,1923,0.54146029717,0.45853970283,1.0129413644,0.13303107376,0.14751741679,11666.6667,0.8223902619,1.69
45,1103071,389,청파동,용산구,2,1,6,13,19,61,236,22,85,43,0,0.416053686,6.5,0.55764683628,5896,0.50563007931,0.49436992069,0.23783413297,0.16889611808,0.18758952198,10076.2821,0.39127967464,1.09
203,1113073,390,충현동,서대문구,9,1,5,28,34,79,535,51,109,102,2,0.335271061,3.9,0.49050380985,4313,0.49210807919,0.50789192081,0.11690743713,0.15700769591,0.15237359667,9647.05882,0.4168088252,1.39
4,1101056,391,평창동,종로구,5,1,7,23,27,52,206,18,59,61,0,0.295603883,0.3,0.32622713515,2479,0.47137447093,0.52862552907,0.47634959531,0.13107104984,0.13372216331,26333.3333,0.58678773523,1.26
380,1124051,392,풍납1동,송파구,1,0,7,6,13,56,123,10,39,13,0,0.464322487,3.3,0.36784622106,2526,0.47097212071,0.52902787929,0.15610316383,0.15404814004,0.14392414296,7924.375,0.88685015291,1.33
381,1124052,393,풍납2동,송파구,1,1,7,20,18,72,122,31,36,26,0,0.464322487,2.3,0.35606133668,3692,0.46158003341,0.53841996659,0.44345091874,0.15230822365,0.17790398711,8455.71429,0.58732761115,1.12
21,1102057,394,필동,중구,2,1,7,13,14,26,319,22,52,76,2,0.153731482,1.2,0.61354581673,1386,0.5206776283,0.4793223717,6.4462713835,0.17569253806,0.14898926878,10429.5775,2.0292164675,4.64
162,1111058,395,하계1동,노원구,6,1,6,14,16,46,150,22,40,29,1,0.486077647,3,0.37363526082,4620,0.48570679255,0.51429320745,0.62791765014,0.13927975197,0.12643521515,8766.666667,0.36740800647,0.87
163,1111059,396,하계2동,노원구,6,0,6,8,9,27,32,13,20,4,1,0.486077647,3,0.18509644184,1545,0.48165585858,0.51834414142,0.35844363507,0.1264733282,0.12987565312,8766.666667,0.54426740146,0.93
47,1103073,397,한강로동,용산구,2,2,6,8,76,71,477,47,189,134,5,0.416053686,1.8,0.55782604044,5214,0.43908181283,0.56091818717,34.098293114,0.15945674044,0.1629778672,16300,0.44260190435,1.93
48,1103074,398,한남동,용산구,2,1,6,15,47,87,595,31,91,118,2,0.416053686,2,0.54077331867,5902,0.51985815603,0.48014184397,23.064184397,0.17045055,0.17637751771,25735.64103,0.37905442551,1.26
212,1114068,399,합정동,마포구,3,0,7,14,34,87,385,21,60,79,0,0.314850839,2.9,0.50280723643,4836,0.4961272333,0.5038727667,0.40710523598,0.18839325519,0.21212598012,12488.50575,0.61062590975,1.22
52,1104056,400,행당1동,성동구,2,1,4,15,20,42,197,42,58,35,4,0.221037581,4.6,0.42789672544,2718,0.49402515723,0.50597484277,2.9178197065,0.1596381301,0.15875809631,8773.22581,0.47638539043,1.47
53,1104057,401,행당2동,성동구,2,1,4,31,21,58,89,48,35,18,4,0.221037581,5.5,0.24310909283,2302,0.4749090107,0.5250909893,0.19648174699,0.13800195886,0.15028403526,8752.272727,0.31956912029,1.00
321,1121057,402,행운동,관악구,1,0,5,42,42,126,245,41,94,50,4,0.591651669,13.7,0.59366341405,9856,0.62244333886,0.37755666114,16.452183527,0.22012386528,0.22372104861,6072.173913,0.34200698711,0.82
17,1101073,403,혜화동,종로구,5,2,7,21,29,40,522,23,83,135,1,0.295603883,4.7,0.57942794279,5267,0.48781779661,0.51218220339,1.7432909605,0.2024580491,0.18777883315,11714.28571,0.49053905391,1.14
197,1113066,404,홍은1동,서대문구,9,1,5,14,16,73,162,19,44,21,0,0.335271061,2,0.3298220495,3225,0.50240289924,0.49759710076,0.60482155519,0.13580325369,0.12699118793,8721.428571,0.37482102679,1.01
198,1113068,405,홍은2동,서대문구,9,1,5,22,12,55,223,21,55,39,0,0.335271061,2.3,0.37373415198,4687,0.4762351051,0.5237648949,0.25813361896,0.14611879909,0.13814559179,8721.428571,0.29224144805,0.87
194,1113062,406,홍제1동,서대문구,9,1,5,15,14,55,126,29,32,29,2,0.335271061,2.5,0.329584866,3136,0.49769953991,0.50230046009,4.8159631926,0.14391545464,0.14016950926,13273.68421,0.3851812927,0.97
196,1113065,407,홍제2동,서대문구,9,0,5,7,8,29,61,13,19,8,2,0.335271061,1.6,0.27978741642,1632,0.49021968101,0.50978031899,0.48412578995,0.13836120401,0.14160535117,13273.68421,0.62832161838,1.50
195,1113064,408,홍제3동,서대문구,9,0,5,10,7,45,166,28,81,30,2,0.335271061,3.2,0.36233511086,2582,0.54614476126,0.45385523874,8.8645183061,0.13882943586,0.12762584225,12259.0909,0.51431378052,1.30
259,1116073,409,화곡1동,강서구,2,1,6,27,50,157,404,56,120,94,3,0.29581589,10,0.43808067741,11175,0.50153995785,0.49846004215,0.201437294,0.19451297074,0.18416335813,14080,0.21365008428,0.56
246,1116057,410,화곡2동,강서구,2,0,6,15,10,48,49,9,57,17,3,0.29581589,5.7,0.32535827059,2679,0.50492395911,0.49507604089,0.38163799551,0.16566447701,0.15965133906,15555,0.66188972553,1.14
247,1116058,411,화곡3동,강서구,2,1,6,41,29,74,198,31,64,59,3,0.29581589,5.7,0.31927975406,2908,0.500074985,0.499925015,0.24820035993,0.15472816846,0.15958930985,16850,0.5983750549,1.11
248,1116059,412,화곡4동,강서구,2,1,6,21,15,93,195,20,76,58,3,0.29581589,4.3,0.35584759576,3493,0.50018222903,0.49981777097,0.25657846782,0.16693811075,0.15390879479,15710,0.55521597392,1.04
249,1116061,413,화곡6동,강서구,2,2,6,24,45,117,443,37,93,106,3,0.29581589,3.9,0.39915735483,4358,0.49519550947,0.50480449053,0.17610122729,0.16991185501,0.16907992473,14355,0.4991756732,1.09
250,1116063,414,화곡8동,강서구,2,0,6,10,25,89,165,39,79,42,3,0.29581589,7.8,0.35523135359,4115,0.51155533886,0.48844466114,0.29019990249,0.17095828209,0.16872575915,16250,0.47047651934,0.90
245,1116055,415,화곡본동,강서구,2,0,6,21,27,89,180,25,66,36,3,0.29581589,5.6,0.39053774236,6224,0.49683938746,0.50316061254,0.18585292023,0.17950656697,0.17576801367,8447.368421,0.34197151283,0.73
66,1105053,416,화양동,광진구,3,1,4,38,59,149,741,44,140,226,3,0.251689379,10,0.76454275338,11579,0.49767125153,0.50232874847,0.20315947161,0.26638568931,0.30240187744,7077.393225,0.35140310333,1.04
26,1102067,417,황학동,중구,2,0,7,4,18,21,149,14,97,22,0,0.153731482,10.2,0.52331202245,3356,0.4888809281,0.5111190719,0.14795116978,0.18117303277,0.18430390315,14375.82418,0.71479806643,1.76
81,1106071,418,회기동,동대문구,5,0,6,17,16,39,277,17,41,56,0,0.340924687,4.8,0.6269165247,3680,0.49264094665,0.50735905335,0.2304043812,0.21680632033,0.21843428298,6214.788732,0.81550255537,1.92
19,1102054,419,회현동,중구,2,4,7,8,28,77,604,68,1009,136,3,0.153731482,2.7,0.68236013452,2232,0.48933777916,0.51066222084,0.24658808933,0.11481935089,0.11879975505,10775,1.4014062978,4.64
37,1103058,420,효창동,용산구,2,0,6,8,9,10,43,11,22,9,1,0.416053686,3,0.35538296733,1327,0.49260823654,0.50739176346,0.4989968321,0.15103551883,0.15441570984,16286.36364,1.1079271559,2.25
33,1103051,421,후암동,용산구,2,1,6,10,21,40,118,16,49,16,0,0.416053686,4.5,0.45721987811,3901,0.49042284938,0.50957715062,0.24139268742,0.15958326443,0.14927512265,14888.46154,0.48488045007,1.19
82,1106072,422,휘경1동,동대문구,5,0,6,11,12,45,153,20,32,24,1,0.340924687,6,0.55412710007,3793,0.4813376864,0.5186623136,0.27199329392,0.18546977422,0.17844136926,6294.4444,0.69934258583,1.54
83,1106073,423,휘경2동,동대문구,5,0,6,19,32,48,115,17,51,28,1,0.340924687,4.7,0.4404140414,4893,0.49336441041,0.50663558959,0.17671122104,0.17508519347,0.16068800032,6275.8197,0.43087308731,0.98
316,1120071,424,흑석동,동작구,3,0,5,15,33,80,264,31,62,41,1,0.268762902,3.1,0.39793542378,5127,0.51514096763,0.48485903237,0.26160807518,0.16501403466,0.15250488162,10535.7143,0.25046569388,0.73
